5.563392857142857029e-03	0.000000000000000000e+00
1.671011904761905004e-02	0.000000000000000000e+00
2.785684523809523958e-02	0.000000000000000000e+00
3.900357142857142911e-02	0.000000000000000000e+00
5.015029761904762212e-02	0.000000000000000000e+00
6.129702380952381513e-02	0.000000000000000000e+00
7.244375000000000120e-02	0.000000000000000000e+00
8.359047619047620115e-02	0.000000000000000000e+00
9.473720238095238722e-02	0.000000000000000000e+00
1.058839285714285733e-01	1.000000000000000000e+00
1.170306547619047732e-01	0.000000000000000000e+00
1.281773809523809593e-01	0.000000000000000000e+00
1.393241071428571454e-01	0.000000000000000000e+00
1.504708333333333314e-01	0.000000000000000000e+00
1.616175595238095453e-01	0.000000000000000000e+00
1.727642857142857313e-01	0.000000000000000000e+00
1.839110119047619174e-01	1.000000000000000000e+00
1.950577380952381035e-01	1.000000000000000000e+00
2.062044642857142895e-01	2.000000000000000000e+00
2.173511904761905034e-01	0.000000000000000000e+00
2.284979166666666894e-01	1.000000000000000000e+00
2.396446428571428755e-01	1.000000000000000000e+00
2.507913690476190616e-01	2.000000000000000000e+00
2.619380952380952476e-01	1.000000000000000000e+00
2.730848214285714337e-01	2.000000000000000000e+00
2.842315476190476198e-01	2.000000000000000000e+00
2.953782738095238058e-01	1.000000000000000000e+00
3.065250000000000474e-01	2.000000000000000000e+00
3.176717261904762335e-01	2.000000000000000000e+00
3.288184523809524196e-01	1.000000000000000000e+00
3.399651785714286056e-01	3.000000000000000000e+00
3.511119047619047917e-01	3.000000000000000000e+00
3.622586309523809778e-01	4.000000000000000000e+00
3.734053571428571638e-01	2.000000000000000000e+00
3.845520833333333499e-01	3.000000000000000000e+00
3.956988095238095360e-01	5.000000000000000000e+00
4.068455357142857221e-01	2.000000000000000000e+00
4.179922619047619081e-01	4.000000000000000000e+00
4.291389880952381497e-01	2.000000000000000000e+00
4.402857142857143358e-01	3.000000000000000000e+00
4.514324404761905218e-01	9.000000000000000000e+00
4.625791666666667079e-01	1.000000000000000000e+00
4.737258928571428940e-01	3.000000000000000000e+00
4.848726190476190800e-01	5.000000000000000000e+00
4.960193452380952661e-01	4.000000000000000000e+00
5.071660714285715077e-01	2.000000000000000000e+00
5.183127976190475827e-01	1.000000000000000000e+00
5.294595238095238798e-01	6.000000000000000000e+00
5.406062499999999549e-01	8.000000000000000000e+00
5.517529761904762520e-01	5.000000000000000000e+00
5.628997023809523270e-01	3.000000000000000000e+00
5.740464285714286241e-01	5.000000000000000000e+00
5.851931547619046992e-01	3.000000000000000000e+00
5.963398809523809962e-01	4.000000000000000000e+00
6.074866071428572933e-01	7.000000000000000000e+00
6.186333333333333684e-01	6.000000000000000000e+00
6.297800595238096655e-01	7.000000000000000000e+00
6.409267857142857405e-01	9.000000000000000000e+00
6.520735119047620376e-01	6.000000000000000000e+00
6.632202380952381127e-01	7.000000000000000000e+00
6.743669642857144098e-01	7.000000000000000000e+00
6.855136904761904848e-01	6.000000000000000000e+00
6.966604166666667819e-01	9.000000000000000000e+00
7.078071428571428569e-01	6.000000000000000000e+00
7.189538690476191540e-01	1.400000000000000000e+01
7.301005952380952291e-01	1.100000000000000000e+01
7.412473214285715262e-01	1.200000000000000000e+01
7.523940476190476012e-01	8.000000000000000000e+00
7.635407738095238983e-01	1.200000000000000000e+01
7.746874999999999734e-01	1.200000000000000000e+01
7.858342261904762704e-01	1.300000000000000000e+01
7.969809523809523455e-01	1.700000000000000000e+01
8.081276785714286426e-01	1.300000000000000000e+01
8.192744047619047176e-01	6.000000000000000000e+00
8.304211309523810147e-01	1.400000000000000000e+01
8.415678571428573118e-01	1.000000000000000000e+01
8.527145833333333869e-01	1.400000000000000000e+01
8.638613095238096840e-01	1.700000000000000000e+01
8.750080357142857590e-01	1.200000000000000000e+01
